train_best_fitness,val_map50,val_map50_95,val_precision,val_recall,test_map50,test_map50_95,test_precision,test_recall
0.909348331816002,0.9824342404286721,0.9008534883726937,0.9114462397176616,0.9581589958158996,0.9142356632317966,0.7267992003082893,0.9822760661408309,0.8334056130765268
