                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 0.7399,                0.51796,                 1.1224,                0.98834,                0.44932,                0.48913,                0.38218,                0.82888,                0.53992,                 1.1424,              0.0006768,              0.0006768,              0.0006768
                     33,                0.76633,                0.51982,                 1.1341,                0.98165,                0.45052,                0.55298,                0.43478,                0.81092,                0.53751,                 1.1265,              0.0006438,              0.0006438,              0.0006438
                     34,                0.75765,                0.50682,                 1.1259,                0.97942,                0.46137,                0.72955,                0.56019,                0.80165,                 0.5486,                 1.1327,             0.00061079,             0.00061079,             0.00061079
                     35,                0.73182,                0.49411,                 1.1135,                0.98393,                0.45236,                0.72541,                0.55406,                0.82671,                 0.5845,                 1.1501,             0.00057778,             0.00057778,             0.00057778
                     36,                 0.7098,                0.48708,                 1.0992,                0.98652,                0.45064,                0.50021,                0.40351,                0.79586,                0.54442,                 1.1356,             0.00054478,             0.00054478,             0.00054478
                     37,                0.71894,                0.46951,                 1.0925,                0.96922,                0.45797,                0.48338,                0.38759,                0.81368,                0.54735,                 1.1256,             0.00051177,             0.00051177,             0.00051177
                     38,                0.69475,                0.45863,                 1.0949,                0.98628,                0.45639,                0.57905,                0.46358,                0.81672,                0.50149,                 1.1342,             0.00047876,             0.00047876,             0.00047876
                     39,                0.70207,                0.46431,                 1.1057,                0.97952,                0.45494,                0.97778,                 0.7793,                0.83585,                0.53295,                 1.1514,             0.00044576,             0.00044576,             0.00044576
                     40,                0.68165,                0.46748,                 1.0788,                0.98748,                0.44635,                0.50598,                0.40571,                0.82191,                0.52716,                 1.1549,             0.00041275,             0.00041275,             0.00041275
                      1,                 1.1086,                  1.931,                 1.3836,                0.93804,                0.37928,                0.42613,                0.30033,                 1.0256,                 1.9631,                 1.4046,             0.00054518,             0.00054518,             0.00054518
                      2,                  1.096,                 1.3732,                 1.3605,                0.90399,                0.37124,                0.39795,                0.26944,                 1.2372,                 1.8208,                 1.5281,              0.0010791,              0.0010791,              0.0010791
                      3,                  1.125,                 1.2424,                 1.3776,                0.85351,                0.33262,                0.37077,                0.21788,                  1.322,                 2.0375,                 1.7362,              0.0015909,              0.0015909,              0.0015909
                      4,                 1.1464,                 1.1913,                  1.393,                0.86919,                0.34522,                0.36118,                0.20275,                 1.3998,                 1.6664,                 1.7158,               0.001568,               0.001568,               0.001568
                      5,                 1.1134,                 1.0896,                 1.3605,                0.82218,                0.33048,                0.33841,                0.20782,                 1.2971,                 1.8855,                 1.6054,               0.001568,               0.001568,               0.001568
                      6,                 1.0879,                0.98163,                  1.322,                0.93491,                0.40146,                0.44232,                0.28508,                  1.206,                 1.2027,                 1.4991,               0.001535,               0.001535,               0.001535
                      7,                 1.0294,                0.89057,                 1.2843,                0.95938,                0.41258,                0.46273,                0.32908,                 1.0838,                 1.0103,                 1.3582,               0.001502,               0.001502,               0.001502
                      8,                  1.043,                0.87399,                 1.3105,                0.92737,                0.41845,                0.46016,                0.33825,                 1.0148,                0.89001,                 1.3216,               0.001469,               0.001469,               0.001469
                      9,                 1.0232,                0.83773,                 1.2927,                0.97112,                0.42004,                0.46567,                0.34437,                0.99719,                0.82295,                 1.3035,               0.001436,               0.001436,               0.001436
                     10,                 1.0151,                0.81921,                 1.2992,                0.94688,                0.42275,                0.46371,                0.33265,                 1.0214,                0.84463,                 1.3031,              0.0014029,              0.0014029,              0.0014029
                     11,                 1.0167,                0.79572,                 1.2885,                0.97665,                0.43808,                0.48269,                0.35618,                 1.0023,                 0.7396,                 1.3191,              0.0013699,              0.0013699,              0.0013699
                     12,                 0.9817,                0.76664,                 1.2657,                 0.9685,                0.42275,                0.47171,                0.34623,                 1.0133,                0.74899,                 1.3261,              0.0013369,              0.0013369,              0.0013369
                     13,                0.97408,                0.74124,                 1.2586,                0.96091,                0.45548,                0.64161,                0.46629,                0.94108,                0.69986,                 1.2509,              0.0013039,              0.0013039,              0.0013039
                     14,                0.94267,                0.70873,                 1.2378,                0.95762,                0.44026,                0.47463,                0.34504,                 1.0037,                 0.6718,                 1.2962,              0.0012709,              0.0012709,              0.0012709
                     15,                0.93723,                 0.6879,                 1.2409,                0.97118,                0.45604,                0.49568,                0.35781,                0.97557,                0.62813,                 1.2707,              0.0012379,              0.0012379,              0.0012379
                     16,                0.92596,                0.67762,                 1.2279,                0.98174,                0.44421,                0.50019,                0.37716,                 0.9337,                0.62133,                 1.2723,              0.0012049,              0.0012049,              0.0012049
                     17,                0.90604,                  0.655,                 1.2175,                0.98702,                0.43777,                0.56143,                0.42739,                0.90354,                0.61063,                 1.2525,              0.0011719,              0.0011719,              0.0011719
                     18,                0.92775,                0.65278,                 1.2297,                0.96631,                0.43991,                0.48677,                0.36675,                0.93631,                0.63518,                   1.23,              0.0011389,              0.0011389,              0.0011389
                     19,                0.87963,                0.64511,                 1.2054,                0.97447,                0.44635,                0.48021,                0.35402,                0.93231,                 0.6307,                 1.2598,              0.0011059,              0.0011059,              0.0011059
                     20,                0.88146,                 0.6396,                 1.1938,                 0.9823,                0.40933,                0.45756,                0.33797,                 1.0235,                0.72008,                 1.3248,              0.0010729,              0.0010729,              0.0010729
                     21,                0.85498,                0.62382,                 1.1795,                0.98514,                0.41202,                0.95693,                0.59851,                0.95412,                0.67593,                 1.2968,              0.0010399,              0.0010399,              0.0010399
                     22,                0.86469,                0.61078,                 1.1959,                0.98122,                0.44635,                0.52215,                0.39482,                 0.8788,                0.57842,                  1.196,              0.0010069,              0.0010069,              0.0010069
                     23,                0.88859,                0.60928,                 1.1955,                0.98084,                 0.4485,                0.48697,                0.36655,                0.86173,                0.57559,                 1.1982,             0.00097386,             0.00097386,             0.00097386
                     24,                0.85147,                0.58071,                  1.179,                0.98891,                0.42704,                0.47809,                0.35811,                0.94989,                0.63944,                 1.2826,             0.00094085,             0.00094085,             0.00094085
                     25,                0.85069,                0.58415,                 1.1793,                0.97701,                0.44533,                0.49867,                0.38412,                0.92644,                0.62593,                 1.2378,             0.00090785,             0.00090785,             0.00090785
                     26,                0.83843,                0.57541,                 1.1597,                0.98628,                0.45632,                0.97823,                0.72435,                0.83363,                0.56229,                 1.1521,             0.00087484,             0.00087484,             0.00087484
                     27,                0.80048,                0.55256,                 1.1643,                0.97787,                0.46348,                0.97693,                0.77619,                0.83575,                0.57174,                 1.1816,             0.00084184,             0.00084184,             0.00084184
                     28,                0.79446,                0.53387,                 1.1407,                0.98834,                0.45064,                0.64788,                0.51857,                0.80156,                0.51324,                 1.1436,             0.00080883,             0.00080883,             0.00080883
                     29,                0.76933,                0.52978,                 1.1359,                 0.9694,                0.46084,                0.55803,                0.43748,                0.87032,                 0.5844,                 1.1792,             0.00077582,             0.00077582,             0.00077582
                     30,                 0.7651,                0.50836,                  1.124,                0.97556,                0.46352,                0.51248,                 0.4055,                0.82557,                0.56222,                 1.1503,             0.00074282,             0.00074282,             0.00074282
                     31,                0.76399,                0.51052,                 1.1298,                0.96596,                0.45064,                0.96645,                0.77262,                0.83693,                0.62184,                  1.154,             0.00070981,             0.00070981,             0.00070981
                     32,                0.75663,                 0.5155,                 1.1286,                 0.9728,                0.44763,                0.97185,                0.71585,                 0.8932,                0.60982,                 1.1937,              0.0006768,              0.0006768,              0.0006768
                     33,                0.77721,                0.50763,                 1.1422,                0.98351,                0.44044,                0.96291,                0.76894,                0.86534,                0.56124,                 1.2045,              0.0006438,              0.0006438,              0.0006438
                     34,                0.71628,                0.47681,                 1.1089,                0.98333,                0.43543,                0.96604,                0.72177,                0.84782,                0.58206,                 1.1812,             0.00061079,             0.00061079,             0.00061079
                     35,                0.73829,                0.48037,                 1.1136,                0.98769,                0.43991,                0.97052,                0.77333,                0.82605,                0.56406,                  1.154,             0.00057778,             0.00057778,             0.00057778
                     36,                0.72736,                0.47728,                 1.1093,                0.98486,                0.44421,                0.72426,                0.57171,                0.86926,                0.56625,                 1.1909,             0.00054478,             0.00054478,             0.00054478
                     37,                0.71054,                 0.4653,                 1.0946,                0.98366,                0.44464,                0.97231,                0.57079,                0.85607,                0.58056,                 1.1539,             0.00051177,             0.00051177,             0.00051177
                     38,                0.69898,                  0.445,                 1.0849,                0.98294,                0.44421,                0.98069,                0.82877,                0.81372,                 0.5534,                 1.1299,             0.00047876,             0.00047876,             0.00047876
                     39,                0.68406,                0.46012,                 1.0834,                0.98194,                0.45808,                 0.9745,                 0.7356,                0.80505,                0.53197,                 1.1111,             0.00044576,             0.00044576,             0.00044576
                     40,                0.68456,                0.45547,                 1.0866,                0.98165,                0.45049,                0.97035,                0.82916,                0.83526,                0.53228,                 1.1727,             0.00041275,             0.00041275,             0.00041275
                     41,                 0.6211,                0.39624,                 1.0722,                0.97521,                0.45494,                 0.4852,                0.39441,                0.81023,                0.51979,                  1.129,             0.00037974,             0.00037974,             0.00037974
                     42,                0.59399,                0.36651,                 1.0609,                0.98191,                0.45728,                0.97901,                0.78802,                0.77747,                0.48017,                 1.1123,             0.00034674,             0.00034674,             0.00034674
                     43,                0.56915,                0.34131,                  1.047,                0.92082,                0.46781,                0.97331,                0.83183,                0.78737,                0.52203,                 1.1129,             0.00031373,             0.00031373,             0.00031373
                     44,                0.55544,                 0.3402,                 1.0236,                0.98451,                0.43348,                0.60173,                0.49537,                0.79514,                0.54447,                 1.1288,             0.00028072,             0.00028072,             0.00028072
                     45,                0.55113,                0.33587,                 1.0375,                0.97735,                0.45064,                0.64441,                0.53703,                0.79877,                0.54046,                 1.1207,             0.00024772,             0.00024772,             0.00024772
                     46,                0.53321,                0.32031,                 1.0147,                0.97305,                0.45197,                0.64344,                0.53569,                 0.8165,                0.53389,                 1.1517,             0.00021471,             0.00021471,             0.00021471
                     47,                0.50609,                0.31096,                0.98449,                0.92692,                0.45708,                0.96748,                0.82854,                0.82364,                0.54463,                 1.1641,              0.0001817,              0.0001817,              0.0001817
                     48,                0.50724,                0.30355,                0.99424,                 0.9798,                0.45876,                0.49558,                0.40497,                0.79804,                0.50932,                 1.1448,              0.0001487,              0.0001487,              0.0001487
                     49,                0.49297,                0.30377,                0.97567,                0.98623,                0.45451,                 0.5078,                0.41648,                0.77876,                0.50681,                 1.1151,             0.00011569,             0.00011569,             0.00011569
                     50,                0.49451,                0.29364,                0.98638,                 0.9818,                0.45454,                0.52684,                0.43207,                0.77788,                0.50768,                 1.1113,             8.2683e-05,             8.2683e-05,             8.2683e-05
                      1,                 1.0797,                 1.8449,                 1.3496,                0.95037,                0.36383,                0.41154,                0.29414,                 1.0363,                  1.924,                 1.3574,             0.00054592,             0.00054592,             0.00054592
                      2,                 1.0431,                 1.2557,                 1.3466,                0.89775,                0.36809,                0.40456,                0.25789,                 1.1959,                 1.8199,                 1.5585,              0.0010798,              0.0010798,              0.0010798
                      3,                 1.0848,                 1.1686,                 1.3505,                0.90248,                0.38637,                0.42034,                0.27509,                 1.2227,                 1.4045,                 1.5251,              0.0015916,              0.0015916,              0.0015916
                      4,                 1.0967,                 1.1128,                 1.3547,                0.87927,                 0.3743,                0.39986,                0.25726,                 1.2807,                 1.3285,                 1.5332,               0.001568,               0.001568,               0.001568
                      5,                 1.0886,                 1.0185,                 1.3321,                0.91769,                0.34681,                0.40634,                0.27549,                 1.2301,                 1.2167,                 1.4779,               0.001568,               0.001568,               0.001568
                      6,                  1.041,                0.95272,                 1.3246,                0.94739,                0.43424,                0.45845,                0.33181,                 1.0217,                0.88354,                 1.3245,               0.001535,               0.001535,               0.001535
                      7,                 1.0419,                0.88047,                 1.2966,                0.92564,                0.42623,                0.46071,                0.32412,                 1.0359,                0.84558,                 1.3712,               0.001502,               0.001502,               0.001502
                      8,                 1.0253,                0.85157,                 1.3001,                  0.903,                0.42979,                0.45137,                0.31561,                 1.0558,                0.93309,                 1.4118,               0.001469,               0.001469,               0.001469
                      9,                0.99725,                0.82682,                 1.2925,                0.92176,                0.41702,                0.45049,                0.31074,                 1.1863,                0.88175,                 1.5001,               0.001436,               0.001436,               0.001436
                     10,                0.96294,                 0.7809,                 1.2705,                0.97629,                 0.4234,                0.52345,                0.36958,                 1.0198,                0.79068,                 1.3541,              0.0014029,              0.0014029,              0.0014029
                     11,                0.99832,                0.75715,                 1.2897,                0.95971,                0.43191,                0.64249,                0.49222,                0.98336,                 0.7378,                 1.2673,              0.0013699,              0.0013699,              0.0013699
                     12,                0.97292,                0.75394,                 1.2803,                0.94244,                0.45106,                0.47796,                0.35419,                0.95975,                0.75092,                 1.2742,              0.0013369,              0.0013369,              0.0013369
                     13,                0.93705,                0.72085,                 1.2507,                0.98612,                0.44696,                0.48803,                 0.3656,                 0.8751,                 0.6003,                 1.2324,              0.0013039,              0.0013039,              0.0013039
                     14,                0.94599,                0.70223,                 1.2458,                0.98408,                0.45292,                0.48515,                0.36755,                0.96416,                0.61347,                 1.2717,              0.0012709,              0.0012709,              0.0012709
                     15,                0.90144,                 0.6591,                 1.2272,                0.97917,                0.45745,                0.53693,                 0.4024,                0.90144,                0.59772,                 1.2221,              0.0012379,              0.0012379,              0.0012379
                     16,                    0.9,                0.65547,                 1.2177,                0.97766,                0.40935,                0.61056,                0.42919,                 1.0281,                 0.8338,                 1.3437,              0.0012049,              0.0012049,              0.0012049
                     17,                0.88562,                0.63411,                 1.2051,                0.97922,                 0.4416,                0.48018,                0.34903,                 1.0067,                0.68315,                 1.2845,              0.0011719,              0.0011719,              0.0011719
                     18,                0.88589,                0.63878,                  1.224,                0.96944,                0.44468,                0.47618,                0.35794,                0.96627,                0.67198,                 1.2507,              0.0011389,              0.0011389,              0.0011389
                     19,                0.86126,                0.62335,                 1.1947,                 0.9734,                0.44894,                 0.5227,                0.40738,                0.87273,                 0.5873,                 1.1875,              0.0011059,              0.0011059,              0.0011059
                     20,                0.85101,                0.59682,                 1.1834,                0.97961,                0.45035,                0.72726,                0.57329,                0.82466,                0.56509,                 1.1531,              0.0010729,              0.0010729,              0.0010729
                     21,                0.85998,                0.60758,                 1.1889,                0.97493,                0.45957,                0.50587,                0.38977,                0.84204,                0.55374,                 1.1669,              0.0010399,              0.0010399,              0.0010399
                     22,                0.83286,                0.59184,                 1.1731,                0.96581,                0.46376,                0.56376,                0.45113,                0.83057,                 0.5416,                 1.1636,              0.0010069,              0.0010069,              0.0010069
                     23,                0.78955,                0.55992,                 1.1537,                0.96582,                0.45319,                0.50668,                 0.3923,                0.85866,                0.51714,                 1.1992,             0.00097386,             0.00097386,             0.00097386
                     24,                0.83236,                0.57204,                 1.1847,                0.98191,                0.44894,                0.53021,                0.40176,                0.89143,                0.60292,                 1.2017,             0.00094085,             0.00094085,             0.00094085
                     25,                0.81376,                0.56184,                 1.1628,                0.97345,                0.45522,                0.52617,                0.41761,                0.85222,                 0.5668,                  1.173,             0.00090785,             0.00090785,             0.00090785
                     26,                 0.7945,                0.54792,                 1.1463,                 0.9711,                0.45957,                0.60739,                0.46183,                0.79778,                0.52529,                   1.14,             0.00087484,             0.00087484,             0.00087484
                     27,                0.80621,                0.54177,                 1.1611,                0.96581,                0.43481,                0.53072,                 0.4157,                0.89045,                   0.61,                 1.2317,             0.00084184,             0.00084184,             0.00084184
                     28,                0.77785,                0.52463,                 1.1368,                0.97856,                0.45745,                0.51825,                0.41123,                0.82174,                0.50513,                 1.1375,             0.00080883,             0.00080883,             0.00080883
                     29,                0.76615,                0.51933,                 1.1441,                0.98515,                0.43191,                0.64239,                 0.5026,                0.86062,                0.56229,                 1.2002,             0.00077582,             0.00077582,             0.00077582
                     30,                 0.7631,                0.50945,                 1.1358,                0.98229,                0.46356,                0.98865,                0.68008,                0.84147,                0.46261,                 1.1733,             0.00074282,             0.00074282,             0.00074282
                     31,                0.74193,                0.51114,                 1.1293,                0.97253,                0.45745,                0.49042,                0.38455,                0.79753,                0.52232,                 1.1344,             0.00070981,             0.00070981,             0.00070981
                     32,                0.75668,                0.52414,                 1.1307,                 0.9827,                0.44043,                0.52434,                0.42322,                0.83563,                0.53338,                 1.1783,              0.0006768,              0.0006768,              0.0006768
                     33,                0.74429,                0.49332,                 1.1174,                0.96426,                0.47021,                0.50044,                0.39506,                0.81659,                0.49953,                 1.1499,              0.0006438,              0.0006438,              0.0006438
                     34,                0.72075,                0.49371,                 1.1191,                0.97607,                0.46556,                0.51538,                0.40734,                0.78873,                0.47928,                 1.1304,             0.00061079,             0.00061079,             0.00061079
                     35,                0.72333,                0.48319,                 1.1107,                0.97191,                0.45745,                0.49323,                0.38796,                0.81473,                0.51261,                 1.1366,             0.00057778,             0.00057778,             0.00057778
                     36,                0.68996,                0.46401,                 1.0904,                0.97906,                0.44894,                0.50007,                0.40442,                0.81612,                0.49558,                 1.1618,             0.00054478,             0.00054478,             0.00054478
                     37,                0.69846,                 0.4715,                 1.0994,                0.96608,                0.46783,                 0.4976,                0.39692,                0.79055,                0.48238,                 1.1254,             0.00051177,             0.00051177,             0.00051177
                     38,                 0.6846,                0.44106,                 1.0928,                0.98939,                0.44894,                 0.5161,                0.41518,                0.78804,                0.46576,                 1.1243,             0.00047876,             0.00047876,             0.00047876
                     39,                0.67206,                0.43829,                 1.0791,                0.97028,                0.47143,                 0.4974,                0.40645,                0.75744,                0.48591,                 1.1066,             0.00044576,             0.00044576,             0.00044576
                     40,                0.69239,                0.46294,                 1.0904,                0.98065,                0.44894,                0.52235,                0.42436,                0.75347,                0.47678,                 1.0981,             0.00041275,             0.00041275,             0.00041275
                     41,                0.57406,                0.36364,                 1.0417,                0.97802,                0.46267,                0.64954,                0.52378,                0.76429,                0.47805,                 1.0952,             0.00037974,             0.00037974,             0.00037974
                     42,                0.55573,                0.34223,                 1.0315,                 0.9884,                0.44789,                0.53026,                0.43081,                0.75971,                0.45863,                 1.1035,             0.00034674,             0.00034674,             0.00034674
                     43,                0.55645,                0.34067,                 1.0475,                0.97837,                0.45745,                 0.6441,                0.52028,                0.78616,                0.49147,                 1.1228,             0.00031373,             0.00031373,             0.00031373
                     44,                0.53867,                0.34267,                 1.0309,                0.98731,                0.45957,                0.97822,                0.79414,                 0.7392,                0.44228,                 1.0838,             0.00028072,             0.00028072,             0.00028072
                     45,                0.51689,                0.32069,                 1.0051,                0.93779,                0.47021,                0.97222,                0.78795,                 0.7524,                0.45039,                 1.1063,             0.00024772,             0.00024772,             0.00024772
                     46,                 0.5071,                 0.3147,                 1.0096,                0.89766,                0.47447,                0.97548,                0.84165,                0.76643,                0.46207,                 1.1245,             0.00021471,             0.00021471,             0.00021471
                     47,                0.50086,                0.30329,                0.99934,                0.90828,                0.47234,                0.97277,                0.79231,                0.73478,                0.47321,                  1.091,              0.0001817,              0.0001817,              0.0001817
                     48,                0.48203,                 0.2996,                0.97307,                0.92741,                0.47234,                0.97248,                0.78911,                0.75129,                0.46272,                 1.0991,              0.0001487,              0.0001487,              0.0001487
                     49,                 0.4759,                0.29402,                0.97964,                0.93361,                0.47021,                0.97619,                0.79368,                0.74227,                0.45897,                 1.0969,             0.00011569,             0.00011569,             0.00011569
                     50,                0.46678,                0.29394,                 0.9686,                0.93071,                0.47447,                0.97757,                0.84261,                 0.7409,                0.45487,                 1.0931,             8.2683e-05,             8.2683e-05,             8.2683e-05
                      1,                  0.904,                 2.4869,                 1.3193,                0.00333,                      1,                 0.0995,                0.07073,                 0.3944,                 3.1752,                 1.2821,                  2e-05,                  2e-05,                  2e-05
                      2,                0.97984,                 2.5076,                 1.3923,                0.00333,                      1,                0.11056,                0.06633,                0.39863,                 3.1731,                 1.2899,             5.8812e-05,             5.8812e-05,             5.8812e-05
                      3,                 0.8545,                 2.5087,                 1.3238,                0.00333,                      1,                0.11481,                0.06728,                 0.4068,                 3.1835,                 1.3017,              9.604e-05,              9.604e-05,              9.604e-05
                      4,                0.81463,                 2.4552,                  1.299,                0.00333,                      1,                0.42643,                0.27252,                0.35944,                 3.1471,                 1.2396,             0.00013168,             0.00013168,             0.00013168
                      5,                 0.6631,                 2.1389,                 1.2383,                0.00333,                      1,                  0.995,                0.82615,                0.31488,                  3.126,                  1.249,             0.00016574,             0.00016574,             0.00016574
                      6,                0.55873,                 1.6562,                 1.1592,                0.00333,                      1,                  0.995,                0.53669,                0.58414,                 3.1791,                 1.3465,             0.00019822,             0.00019822,             0.00019822
                      7,                0.59548,                  1.287,                 1.1997,                0.12066,                      1,                   0.83,                0.39157,                0.91849,                 3.3292,                 1.5615,             0.00022911,             0.00022911,             0.00022911
                      8,                0.47055,                 1.1589,                 1.0822,                0.00333,                      1,                  0.665,                0.42479,                 1.0019,                 3.2045,                 1.6419,             0.00025842,             0.00025842,             0.00025842
                      9,                0.55409,                0.95617,                 1.0607,                0.00333,                      1,                   0.83,                0.49707,                 0.8567,                 3.0272,                 1.6995,             0.00028614,             0.00028614,             0.00028614
                     10,                0.43461,                0.89053,                 1.0521,                0.00333,                      1,                   0.83,                0.40097,                0.89464,                 3.0304,                 1.7511,             0.00031228,             0.00031228,             0.00031228
                     11,                0.49769,                0.98911,                 1.1375,                0.62936,                      1,                  0.995,                0.49212,                0.99589,                 3.0278,                 1.8334,             0.00033684,             0.00033684,             0.00033684
                     12,                0.39251,                0.78579,                0.99237,                      1,                0.91287,                  0.995,                0.41109,                 1.1681,                 2.9644,                 1.9318,             0.00035981,             0.00035981,             0.00035981
                     13,                0.62694,                0.99847,                 1.1862,                0.77984,                      1,                  0.995,                0.45675,                 1.1134,                  3.041,                 1.8411,              0.0003812,              0.0003812,              0.0003812
                     14,                0.41436,                0.78215,                0.98562,                0.67434,                      1,                 0.9125,                0.57861,                0.98313,                  3.188,                 1.6926,               0.000401,               0.000401,               0.000401
                     15,                0.49346,                0.84467,                  1.092,                0.71008,                0.84032,                 0.9125,                0.60279,                0.94131,                 3.3063,                 1.5829,             0.00041922,             0.00041922,             0.00041922
                     16,                0.44771,                0.77655,                 0.9868,                0.73818,                      1,                 0.9125,                0.71379,                0.88847,                 3.1792,                 1.5191,             0.00043586,             0.00043586,             0.00043586
                     17,                0.42606,                0.80264,                 1.0128,                0.78992,                      1,                  0.995,                0.82957,                0.72907,                 3.0593,                 1.4618,             0.00045091,             0.00045091,             0.00045091
                     18,                0.41014,                0.78273,                0.96083,                0.86428,                      1,                  0.995,                0.85716,                 0.6111,                 2.7018,                 1.4491,             0.00046438,             0.00046438,             0.00046438
                     19,                0.43867,                0.80484,                 1.0473,                0.95099,                      1,                  0.995,                0.84037,                0.66837,                 2.3346,                 1.5527,             0.00047626,             0.00047626,             0.00047626
                     20,                0.54337,                0.89507,                 1.1146,                0.95522,                      1,                  0.995,                0.81279,                0.73586,                 2.2703,                 1.6646,             0.00048656,             0.00048656,             0.00048656
                     21,                0.53705,                0.80831,                 1.0763,                0.94962,                      1,                  0.995,                 0.8072,                0.75633,                 2.3341,                 1.6195,             0.00049528,             0.00049528,             0.00049528
                     22,                0.54096,                0.76078,                 1.0158,                0.66487,                      1,                 0.9125,                0.70582,                0.79442,                 2.8399,                 1.5725,             0.00050241,             0.00050241,             0.00050241
                     23,                0.53672,                0.79784,                 1.0887,                0.72499,                0.89998,                 0.9125,                0.60599,                0.84436,                 2.8005,                 1.7016,             0.00050796,             0.00050796,             0.00050796
                     24,                0.48078,                0.80061,                 1.0263,                      1,                0.98622,                  0.995,                 0.8072,                 0.8561,                 2.5137,                 1.9328,             0.00051192,             0.00051192,             0.00051192
                     25,                0.49662,                0.78945,                 1.0465,                0.97375,                      1,                  0.995,                0.59866,                0.89305,                 2.1517,                 1.9561,              0.0005143,              0.0005143,              0.0005143
