                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.30264,                 1.0088,                0.92608,                0.98465,                      1,                  0.995,                0.85154,                0.68073,                 2.0129,                 1.5894,             0.00013186,             0.00013186,             0.00013186
                     49,                 0.3155,                 1.0096,                0.90897,                0.98465,                      1,                  0.995,                0.85154,                0.68073,                 2.0129,                 1.5894,             9.6224e-05,             9.6224e-05,             9.6224e-05
                     50,                0.26315,                0.95067,                0.93039,                0.98582,                      1,                  0.995,                 0.8955,                0.66631,                 1.8258,                 1.5949,             5.9004e-05,             5.9004e-05,             5.9004e-05
                      1,                 1.0783,                 1.8595,                 1.3687,                0.92594,                0.35485,                0.40192,                0.29037,                0.98488,                 1.8187,                  1.305,             0.00054592,             0.00054592,             0.00054592
                      2,                 1.0915,                 1.3286,                 1.3635,                0.90125,                    0.3,                0.35691,                0.22187,                 1.3585,                 1.9201,                 1.7435,              0.0010798,              0.0010798,              0.0010798
                      3,                 1.1299,                 1.2493,                 1.3692,                0.88168,                0.39574,                0.42932,                0.28372,                 1.1829,                 2.2964,                 1.5702,              0.0015916,              0.0015916,              0.0015916
                      4,                 1.1079,                 1.1201,                 1.3613,                0.85799,                0.34468,                0.36732,                0.23273,                 1.2327,                 1.4832,                 1.5072,               0.001568,               0.001568,               0.001568
                      5,                 1.0706,                 1.0041,                 1.3474,                0.89364,                 0.3386,                0.36906,                0.23032,                 1.4956,                 1.5113,                 2.0235,               0.001568,               0.001568,               0.001568
                      6,                 1.0814,                0.99809,                  1.336,                0.97408,                0.39149,                0.46885,                 0.3297,                 1.0699,                0.91249,                 1.3363,               0.001535,               0.001535,               0.001535
                      7,                  1.048,                0.89522,                 1.2928,                0.92777,                0.44101,                0.45924,                0.29963,                 1.0878,                 1.0989,                 1.4328,               0.001502,               0.001502,               0.001502
                      8,                 1.0462,                0.85575,                 1.3155,                0.94058,                0.41915,                0.45373,                0.33722,                0.93468,                0.86944,                 1.2623,               0.001469,               0.001469,               0.001469
                      9,                 0.9847,                0.80043,                 1.2721,                0.94259,                0.38511,                0.48855,                0.34052,                 1.0184,                0.91627,                 1.3224,               0.001436,               0.001436,               0.001436
                     10,                0.99054,                 0.7709,                 1.2901,                0.96625,                 0.4234,                0.48222,                0.33158,                 1.0205,                0.84612,                 1.3014,              0.0014029,              0.0014029,              0.0014029
                     11,                0.95463,                 0.7679,                 1.2518,                0.95886,                0.45089,                 0.4857,                0.35256,                0.94144,                0.66737,                 1.2527,              0.0013699,              0.0013699,              0.0013699
                     12,                0.95344,                0.73464,                 1.2622,                0.94406,                0.40213,                0.44013,                0.31771,                 1.0687,                0.92921,                 1.3712,              0.0013369,              0.0013369,              0.0013369
                      1,                 1.0783,                 1.8595,                 1.3687,                0.92594,                0.35485,                0.40192,                0.29037,                0.98488,                 1.8187,                  1.305,             0.00054592,             0.00054592,             0.00054592
                      2,                 1.0915,                 1.3286,                 1.3635,                0.90125,                    0.3,                0.35691,                0.22187,                 1.3585,                 1.9201,                 1.7435,              0.0010798,              0.0010798,              0.0010798
                      3,                 1.1299,                 1.2493,                 1.3692,                0.88168,                0.39574,                0.42932,                0.28372,                 1.1829,                 2.2964,                 1.5702,              0.0015916,              0.0015916,              0.0015916
                      4,                 1.1079,                 1.1201,                 1.3613,                0.85799,                0.34468,                0.36732,                0.23273,                 1.2327,                 1.4832,                 1.5072,               0.001568,               0.001568,               0.001568
                      5,                 1.0706,                 1.0041,                 1.3474,                0.89364,                 0.3386,                0.36906,                0.23032,                 1.4956,                 1.5113,                 2.0235,               0.001568,               0.001568,               0.001568
                      6,                 1.0814,                0.99809,                  1.336,                0.97408,                0.39149,                0.46885,                 0.3297,                 1.0699,                0.91249,                 1.3363,               0.001535,               0.001535,               0.001535
                      7,                  1.048,                0.89522,                 1.2928,                0.92777,                0.44101,                0.45924,                0.29963,                 1.0878,                 1.0989,                 1.4328,               0.001502,               0.001502,               0.001502
                      8,                 1.0462,                0.85575,                 1.3155,                0.94058,                0.41915,                0.45373,                0.33722,                0.93468,                0.86944,                 1.2623,               0.001469,               0.001469,               0.001469
                      9,                 0.9847,                0.80043,                 1.2721,                0.94259,                0.38511,                0.48855,                0.34052,                 1.0184,                0.91627,                 1.3224,               0.001436,               0.001436,               0.001436
                     10,                0.99054,                 0.7709,                 1.2901,                0.96625,                 0.4234,                0.48222,                0.33158,                 1.0205,                0.84612,                 1.3014,              0.0014029,              0.0014029,              0.0014029
                     11,                0.95463,                 0.7679,                 1.2518,                0.95886,                0.45089,                 0.4857,                0.35256,                0.94144,                0.66737,                 1.2527,              0.0013699,              0.0013699,              0.0013699
                     12,                0.95344,                0.73464,                 1.2622,                0.94406,                0.40213,                0.44013,                0.31771,                 1.0687,                0.92921,                 1.3712,              0.0013369,              0.0013369,              0.0013369
                     13,                0.94399,                0.71208,                 1.2567,                0.97085,                0.44043,                0.47952,                0.36189,                0.96969,                0.69294,                 1.2577,              0.0013039,              0.0013039,              0.0013039
                     14,                0.93802,                0.70369,                 1.2505,                0.96447,                0.41719,                0.44704,                0.32442,                 1.0936,                0.84114,                 1.4624,              0.0012709,              0.0012709,              0.0012709
                     15,                 0.9146,                0.68004,                 1.2235,                0.98412,                0.44894,                0.52513,                0.39462,                0.86374,                0.59926,                 1.1904,              0.0012379,              0.0012379,              0.0012379
                     16,                0.90047,                0.65824,                 1.2141,                0.97381,                0.44681,                0.60261,                0.43522,                 0.9836,                0.62906,                 1.2934,              0.0012049,              0.0012049,              0.0012049
                     17,                0.91373,                 0.6487,                   1.23,                0.97385,                 0.4617,                 0.4963,                0.37487,                0.92911,                0.61109,                 1.2317,              0.0011719,              0.0011719,              0.0011719
                     18,                0.92222,                0.64796,                 1.2388,                0.96458,                0.44255,                0.46912,                0.34516,                  1.008,                0.73018,                 1.3365,              0.0011389,              0.0011389,              0.0011389
                     19,                0.86273,                0.61264,                 1.1718,                0.98147,                0.44215,                0.48328,                0.36568,                0.89981,                0.59018,                 1.2275,              0.0011059,              0.0011059,              0.0011059
                     20,                0.86606,                0.61688,                 1.1978,                0.98081,                0.44255,                0.47501,                0.35486,                0.95896,                0.58698,                 1.3075,              0.0010729,              0.0010729,              0.0010729
                     21,                0.83938,                0.58572,                 1.1876,                0.98333,                0.45106,                0.49811,                0.37888,                0.89638,                0.60314,                  1.236,              0.0010399,              0.0010399,              0.0010399
                     22,                0.82963,                0.57654,                  1.169,                0.97577,                0.45106,                0.48405,                0.36968,                0.87576,                 0.5526,                 1.2098,              0.0010069,              0.0010069,              0.0010069
                      1,                 1.0353,                 1.8401,                 1.3414,                0.92363,                0.37448,                0.41542,                0.29556,                 1.0748,                 1.7718,                 1.4466,             0.00054641,             0.00054641,             0.00054641
                      2,                  1.063,                 1.2721,                   1.34,                0.86467,                0.32697,                0.35664,                0.22736,                 1.1942,                 1.7873,                 1.6156,              0.0010803,              0.0010803,              0.0010803
                      3,                 1.0709,                 1.1648,                  1.348,                0.83243,                0.30962,                0.33757,                0.18963,                 1.3933,                 2.1404,                  1.787,              0.0015921,              0.0015921,              0.0015921
                      4,                  1.121,                 1.0936,                 1.3558,                0.90315,                0.42887,                0.43302,                0.29773,                 1.0615,                 1.6142,                 1.4179,               0.001568,               0.001568,               0.001568
                      5,                  1.102,                  1.047,                 1.3595,                0.93649,                0.40167,                0.44288,                0.28477,                 1.2077,                 1.1449,                 1.5293,               0.001568,               0.001568,               0.001568
                      6,                 1.0458,                0.92794,                 1.3236,                0.91313,                0.39121,                0.42985,                0.27403,                 1.1776,                 1.1609,                 1.4456,               0.001535,               0.001535,               0.001535
                      7,                 1.0573,                0.86921,                 1.3226,                 0.9183,                0.41004,                0.44509,                0.30996,                 1.1366,                0.94191,                 1.4423,               0.001502,               0.001502,               0.001502
                      8,                 1.0222,                0.82485,                 1.2994,                0.95234,                0.43684,                0.47106,                0.33544,                0.98314,                0.80376,                 1.3189,               0.001469,               0.001469,               0.001469
                      9,                0.98455,                0.76112,                 1.2771,                 0.9459,                0.41423,                0.47757,                0.34822,                0.99758,                0.75329,                 1.2966,               0.001436,               0.001436,               0.001436
                     10,                0.96556,                0.76155,                 1.2678,                0.94412,                0.41568,                0.53313,                0.37732,                 1.0399,                 0.8172,                 1.3723,              0.0014029,              0.0014029,              0.0014029
                     11,                0.94895,                0.72268,                 1.2472,                0.95907,                0.44578,                0.50084,                0.36768,                 0.9983,                0.74193,                 1.3068,              0.0013699,              0.0013699,              0.0013699
                     12,                0.93219,                0.71038,                 1.2412,                0.95424,                0.43305,                0.46565,                0.34855,                0.92467,                 0.7075,                 1.2511,              0.0013369,              0.0013369,              0.0013369
                     13,                0.91541,                0.69947,                 1.2314,                0.94851,                0.43737,                0.96652,                0.75504,                0.89416,                0.66811,                 1.2151,              0.0013039,              0.0013039,              0.0013039
                     14,                0.91449,                0.67504,                 1.2378,                0.97665,                0.42714,                0.47983,                0.36891,                0.89702,                0.63227,                 1.2426,              0.0012709,              0.0012709,              0.0012709
                     15,                0.91992,                0.68504,                  1.223,                0.97089,                0.43995,                0.48987,                0.37304,                0.89138,                0.62747,                 1.2221,              0.0012379,              0.0012379,              0.0012379
                     16,                0.87576,                0.63903,                 1.2031,                 0.9817,                0.45397,                0.98159,                0.76098,                0.93403,                0.62403,                 1.2504,              0.0012049,              0.0012049,              0.0012049
                     17,                0.88522,                0.64744,                 1.2028,                0.96968,                0.45375,                0.47722,                0.36282,                0.90663,                0.59672,                  1.236,              0.0011719,              0.0011719,              0.0011719
                     18,                0.85716,                0.60546,                 1.1997,                0.97969,                 0.4448,                0.47897,                0.36644,                0.87067,                0.57358,                 1.2167,              0.0011389,              0.0011389,              0.0011389
                     19,                0.83722,                0.59914,                 1.1885,                0.97735,                0.45188,                 0.5619,                0.42434,                0.84523,                0.56683,                 1.1899,              0.0011059,              0.0011059,              0.0011059
                     20,                0.83981,                0.60251,                 1.1776,                0.97622,                0.46075,                0.49571,                0.38042,                0.88376,                0.54616,                 1.2178,              0.0010729,              0.0010729,              0.0010729
                     21,                0.84019,                0.58062,                 1.1768,                0.97564,                0.46862,                0.49883,                0.37851,                0.86439,                0.55116,                 1.1942,              0.0010399,              0.0010399,              0.0010399
                     22,                0.83568,                  0.573,                 1.1794,                0.98823,                  0.434,                0.51371,                0.37854,                0.95357,                0.59137,                  1.271,              0.0010069,              0.0010069,              0.0010069
                     23,                0.81983,                0.58032,                  1.161,                0.98038,                0.43724,                0.57795,                0.42852,                0.89991,                0.55707,                 1.2459,             0.00097386,             0.00097386,             0.00097386
                     24,                0.80996,                 0.5603,                 1.1559,                 0.9747,                0.44561,                0.60395,                0.47531,                0.80669,                0.53947,                 1.1684,             0.00094085,             0.00094085,             0.00094085
                     25,                0.77783,                0.53029,                 1.1404,                0.98453,                0.45868,                0.52581,                  0.405,                 0.8565,                0.52361,                 1.1767,             0.00090785,             0.00090785,             0.00090785
                     26,                0.78227,                0.54507,                  1.141,                0.97742,                0.44225,                0.97278,                0.70653,                0.90629,                0.55875,                 1.2412,             0.00087484,             0.00087484,             0.00087484
                     27,                0.74976,                0.52635,                 1.1299,                0.97397,                 0.4749,                0.73902,                0.55878,                0.79598,                0.48065,                 1.1456,             0.00084184,             0.00084184,             0.00084184
                     28,                0.77314,                0.53131,                   1.15,                0.98341,                 0.4477,                0.58019,                0.46906,                0.81755,                0.54138,                 1.1607,             0.00080883,             0.00080883,             0.00080883
                     29,                0.75044,                0.51597,                 1.1381,                0.97426,                0.46261,                0.98064,                   0.68,                0.81239,                0.51306,                 1.1549,             0.00077582,             0.00077582,             0.00077582
                     30,                0.77393,                0.51185,                 1.1304,                0.97454,                0.45188,                0.72816,                0.52935,                0.79977,                0.51807,                 1.1344,             0.00074282,             0.00074282,             0.00074282
                     31,                0.71528,                0.49512,                 1.1063,                0.98234,                0.45719,                0.56134,                0.45658,                0.76893,                0.46406,                 1.1191,             0.00070981,             0.00070981,             0.00070981
                     32,                0.72963,                0.49672,                 1.1136,                0.97859,                0.46761,                0.73462,                0.53499,                0.80229,                0.48433,                 1.1523,              0.0006768,              0.0006768,              0.0006768
                     33,                0.73352,                 0.4966,                  1.108,                0.97678,                0.46025,                 0.5206,                0.42324,                0.76218,                0.47194,                 1.1011,              0.0006438,              0.0006438,              0.0006438
                     34,                0.72037,                0.47474,                 1.0924,                0.93891,                0.47071,                 0.9771,                0.68938,                0.77024,                0.47835,                 1.1153,             0.00061079,             0.00061079,             0.00061079
                     35,                 0.6862,                0.47679,                 1.0995,                0.97225,                 0.4629,                0.97748,                0.78409,                0.77093,                0.49408,                 1.1121,             0.00057778,             0.00057778,             0.00057778
                     36,                0.69504,                0.46027,                  1.097,                0.98245,                0.46013,                0.73247,                0.53551,                0.78595,                0.47251,                 1.1281,             0.00054478,             0.00054478,             0.00054478
                     37,                 0.6638,                0.43711,                 1.0845,                0.99292,                0.45188,                0.98584,                0.59441,                0.76839,                0.45702,                 1.1076,             0.00051177,             0.00051177,             0.00051177
                     38,                0.67453,                0.45272,                 1.0891,                0.98647,                0.45188,                0.97699,                0.74245,                0.74661,                0.51478,                 1.0923,             0.00047876,             0.00047876,             0.00047876
                     39,                0.64633,                0.42177,                 1.0787,                0.93429,                0.46862,                0.97801,                0.83649,                0.74404,                0.48698,                 1.0872,             0.00044576,             0.00044576,             0.00044576
                     40,                0.64921,                0.42869,                 1.0721,                0.93813,                 0.4728,                0.98097,                0.78921,                0.73887,                0.47415,                 1.0775,             0.00041275,             0.00041275,             0.00041275
                     41,                0.57282,                  0.371,                  1.044,                0.90355,                0.47908,                0.73194,                0.58904,                0.74839,                0.44602,                 1.0976,             0.00037974,             0.00037974,             0.00037974
                     42,                0.57373,                0.35637,                 1.0557,                0.97888,                0.45607,                0.58214,                0.47613,                0.75936,                0.46499,                 1.0996,             0.00034674,             0.00034674,             0.00034674
                     43,                0.55087,                0.33515,                 1.0338,                0.83926,                 0.9728,                0.98104,                0.79916,                0.72779,                0.43843,                 1.0801,             0.00031373,             0.00031373,             0.00031373
                     44,                0.53019,                0.32526,                  1.022,                0.78732,                 0.9728,                0.98089,                0.79106,                0.74612,                0.43765,                 1.0903,             0.00028072,             0.00028072,             0.00028072
                     45,                0.52101,                 0.3139,                 1.0153,                0.77896,                 0.9728,                0.97843,                0.84186,                0.72598,                0.44499,                 1.0808,             0.00024772,             0.00024772,             0.00024772
                     46,                0.51158,                0.31008,                 1.0078,                0.91931,                 0.4749,                0.98036,                0.74664,                0.73881,                0.43534,                 1.0798,             0.00021471,             0.00021471,             0.00021471
                     47,                0.50162,                0.31051,                 1.0044,                0.51023,                0.59942,                0.73269,                0.59661,                0.74196,                0.44847,                 1.0828,              0.0001817,              0.0001817,              0.0001817
                     48,                0.49041,                0.30581,                0.99376,                0.94767,                 0.4728,                0.73178,                0.59755,                0.73639,                0.43128,                 1.0846,              0.0001487,              0.0001487,              0.0001487
                     49,                0.46672,                0.28561,                0.98022,                 0.7554,                 0.9728,                0.97983,                0.80184,                0.71898,                0.42765,                 1.0715,             0.00011569,             0.00011569,             0.00011569
                     50,                 0.4652,                0.28092,                0.96842,                0.68552,                 0.9728,                0.98077,                0.79769,                0.73202,                  0.435,                 1.0777,             8.2683e-05,             8.2683e-05,             8.2683e-05
                      1,                 1.0167,                  1.807,                 1.3322,                0.94289,                0.32447,                0.39417,                 0.2907,                 1.0249,                 1.9613,                 1.3623,             0.00054656,             0.00054656,             0.00054656
                      2,                 1.0538,                 1.2594,                 1.3358,                0.92296,                0.35983,                0.40049,                0.27966,                 1.1786,                 1.6521,                 1.5417,               0.001084,               0.001084,               0.001084
                      3,                 1.0666,                  1.171,                 1.3416,                0.91904,                0.38285,                0.41607,                0.26509,                 1.2893,                 1.3811,                 1.6236,              0.0016032,              0.0016032,              0.0016032
                      4,                 1.0674,                 1.0756,                 1.3417,                0.94401,                0.39816,                0.45526,                0.30523,                 1.1161,                 1.2305,                 1.4465,              0.0015845,              0.0015845,              0.0015845
                      5,                 1.0359,                0.95361,                 1.3105,                0.94509,                0.39004,                 0.4385,                0.23348,                 1.4793,                 1.2701,                 1.7902,              0.0015845,              0.0015845,              0.0015845
                      6,                 1.0479,                0.92043,                 1.3186,                0.93697,                0.39156,                0.44187,                0.31319,                 1.0368,                 1.2319,                 1.3599,               0.001557,               0.001557,               0.001557
                      7,                 1.0278,                0.88833,                 1.2942,                0.89633,                0.38075,                0.44774,                0.30565,                 1.0985,                 1.3346,                  1.402,              0.0015295,              0.0015295,              0.0015295
                      8,                 1.0059,                0.82044,                 1.2743,                0.93314,                0.41632,                0.46689,                0.33358,                 1.0897,                0.87049,                 1.3727,               0.001502,               0.001502,               0.001502
                      9,                 0.9932,                0.79776,                 1.2746,                0.95631,                0.42469,                0.47208,                0.34005,                0.93893,                0.76511,                 1.2979,              0.0014745,              0.0014745,              0.0014745
                     10,                 0.9749,                0.75342,                 1.2578,                0.95714,                0.45607,                0.47774,                0.35374,                0.91252,                0.68275,                  1.258,               0.001447,               0.001447,               0.001447
                     11,                0.96481,                0.74565,                 1.2672,                0.96788,                0.45712,                0.47761,                0.35129,                 0.9447,                0.65526,                 1.2579,              0.0014195,              0.0014195,              0.0014195
                     12,                0.92787,                0.71008,                 1.2568,                0.96589,                0.42469,                0.46983,                0.33772,                0.99996,                0.75432,                   1.33,              0.0013919,              0.0013919,              0.0013919
                     13,                0.91058,                0.69029,                 1.2209,                0.97581,                0.45258,                0.48232,                0.35422,                0.91802,                0.62307,                 1.2569,              0.0013644,              0.0013644,              0.0013644
                     14,                0.91605,                0.69667,                 1.2264,                0.95196,                0.46025,                0.48027,                0.36061,                0.90183,                0.64754,                 1.2331,              0.0013369,              0.0013369,              0.0013369
                     15,                0.90538,                0.67236,                 1.2107,                0.97419,                0.44142,                0.47338,                0.35223,                0.90507,                0.62529,                 1.2309,              0.0013094,              0.0013094,              0.0013094
                     16,                0.88039,                0.65063,                 1.2121,                0.96959,                0.45235,                0.48384,                 0.3655,                0.88605,                0.65011,                 1.2081,              0.0012819,              0.0012819,              0.0012819
                     17,                0.87048,                0.62842,                 1.2033,                0.97085,                0.43724,                0.47787,                0.36063,                0.92388,                0.64295,                 1.2492,              0.0012544,              0.0012544,              0.0012544
                     18,                0.86389,                0.60502,                 1.1948,                0.97463,                0.44979,                0.51016,                0.38205,                 0.9051,                0.58034,                 1.2274,              0.0012269,              0.0012269,              0.0012269
                     19,                0.84737,                0.59968,                 1.1922,                0.98634,                0.44979,                  0.477,                0.35641,                0.94013,                0.60469,                 1.2626,              0.0011994,              0.0011994,              0.0011994
                     20,                0.85154,                0.60118,                 1.1869,                0.97976,                0.44635,                 0.4814,                0.36046,                0.91116,                0.56864,                 1.2364,              0.0011719,              0.0011719,              0.0011719
                     21,                0.86621,                0.61707,                 1.1909,                0.97085,                0.44142,                0.47485,                0.36496,                0.86954,                0.60455,                 1.1948,              0.0011444,              0.0011444,              0.0011444
                     22,                0.85192,                 0.5901,                 1.1991,                0.99605,                0.43933,                0.50506,                0.39387,                0.85652,                0.57137,                  1.222,              0.0011169,              0.0011169,              0.0011169
                     23,                0.82365,                0.58508,                 1.1638,                0.97953,                0.43933,                0.72575,                0.55978,                0.88611,                0.55286,                 1.2064,              0.0010894,              0.0010894,              0.0010894
                     24,                0.81514,                0.57414,                 1.1617,                0.98601,                0.43612,                0.50686,                0.40556,                0.86138,                0.59007,                  1.208,              0.0010619,              0.0010619,              0.0010619
                     25,                0.79799,                0.55303,                 1.1626,                0.98457,                0.45978,                0.48587,                0.37757,                0.85906,                0.55575,                 1.1922,              0.0010344,              0.0010344,              0.0010344
                     26,                0.80752,                0.55527,                 1.1689,                0.99107,                0.46011,                0.50034,                 0.3888,                0.83164,                0.50256,                 1.1623,              0.0010069,              0.0010069,              0.0010069
                     27,                 0.7712,                0.52707,                 1.1438,                0.97666,                0.47008,                0.98469,                0.68283,                0.79181,                 0.4808,                 1.1365,             0.00097936,             0.00097936,             0.00097936
                     28,                0.77836,                0.53111,                 1.1493,                 0.9829,                0.44979,                0.73347,                0.58132,                0.82521,                0.49778,                 1.1533,             0.00095186,             0.00095186,             0.00095186
                     29,                0.77733,                0.52461,                 1.1467,                0.98006,                0.45328,                0.97428,                0.72603,                0.82546,                0.52947,                 1.1525,             0.00092435,             0.00092435,             0.00092435
                     30,                0.77734,                0.51841,                 1.1361,                0.99176,                0.44561,                0.97149,                0.77255,                0.80995,                0.51702,                 1.1447,             0.00089685,             0.00089685,             0.00089685
                     31,                0.75241,                 0.4925,                 1.1311,                0.99075,                0.44419,                0.64313,                0.52095,                0.81987,                0.52143,                 1.1429,             0.00086934,             0.00086934,             0.00086934
                     32,                0.75455,                0.50108,                 1.1269,                0.98034,                0.46005,                0.51793,                0.41685,                0.81916,                0.50382,                 1.1561,             0.00084184,             0.00084184,             0.00084184
                     33,                0.72567,                0.48258,                 1.1029,                 0.9874,                0.46025,                0.64699,                0.52905,                0.80334,                0.50036,                 1.1495,             0.00081433,             0.00081433,             0.00081433
                     34,                0.73379,                0.49404,                 1.1188,                0.98781,                0.44979,                0.73206,                0.58485,                0.80565,                0.49619,                 1.1449,             0.00078682,             0.00078682,             0.00078682
                     35,                0.72511,                0.49284,                 1.1157,                0.98613,                0.43982,                 0.9688,                0.77346,                0.81469,                  0.536,                  1.146,             0.00075932,             0.00075932,             0.00075932
                     36,                0.70049,                0.45731,                 1.1032,                0.99082,                0.44741,                0.50331,                 0.3973,                0.82331,                0.49979,                 1.1667,             0.00073181,             0.00073181,             0.00073181
                     37,                0.71066,                 0.4712,                 1.1079,                0.99069,                0.45397,                0.97024,                0.77795,                0.77495,                0.50599,                 1.1338,             0.00070431,             0.00070431,             0.00070431
                     38,                0.71776,                0.46259,                 1.1003,                0.96797,                0.45844,                0.51323,                0.41234,                0.78689,                0.50316,                 1.1278,              0.0006768,              0.0006768,              0.0006768
                     39,                0.68678,                0.45404,                 1.0847,                0.99106,                0.45397,                0.60732,                0.49912,                0.79469,                0.47743,                  1.148,              0.0006493,              0.0006493,              0.0006493
                     40,                0.68777,                0.45437,                 1.0857,                0.98848,                0.44359,                0.96977,                 0.8306,                0.78206,                0.49983,                 1.1265,             0.00062179,             0.00062179,             0.00062179
                     41,                0.67422,                 0.4525,                 1.0888,                 0.9739,                0.45588,                 0.7327,                0.60898,                0.77924,                0.45735,                 1.1043,             0.00059429,             0.00059429,             0.00059429
                     42,                0.66991,                0.43973,                 1.0777,                0.90024,                0.47071,                0.97886,                0.78542,                0.76698,                0.47539,                 1.1101,             0.00056678,             0.00056678,             0.00056678
                     43,                0.67269,                0.42507,                 1.0893,                0.98461,                0.43515,                 0.9706,                0.82766,                0.76247,                0.51897,                 1.0955,             0.00053927,             0.00053927,             0.00053927
                     44,                0.66547,                0.42453,                 1.0661,                0.97633,                0.45397,                0.71924,                0.60851,                0.77224,                0.49537,                 1.1203,             0.00051177,             0.00051177,             0.00051177
                     45,                0.64085,                0.41582,                  1.069,                 0.9849,                0.43096,                0.59207,                0.47548,                0.78974,                0.50776,                 1.1356,             0.00048426,             0.00048426,             0.00048426
                     46,                0.62631,                0.40214,                 1.0533,                0.91892,                 0.4728,                0.97802,                0.78781,                0.77392,                0.47815,                 1.1243,             0.00045676,             0.00045676,             0.00045676
                     47,                0.64009,                 0.4171,                  1.075,                0.91355,                0.97071,                0.97612,                0.78608,                0.75532,                0.46983,                 1.1165,             0.00042925,             0.00042925,             0.00042925
